UserID,Stock,Buy_Date,Buy_Price,Sell_Date,Sell_Price,Quantity,Holding_Days,Profit_Loss,Mistake_Type
U0168,ICICI,2021-07-20,4164.6,2021-07-28,4164.63,32,8,0.96,Good Trade
U0177,HDFC,2015-06-12,1201.19,2015-06-18,1201.24,49,6,2.45,Good Trade
U0071,HUL,2016-01-19,1655.77,2016-02-16,1674.33,48,28,890.88,Good Trade
U0093,AXISBANK,2022-07-19,4717.07,2022-08-15,4760.05,28,27,1203.44,Good Trade
U0067,HUL,2016-11-16,2134.98,2016-12-02,2163.36,33,16,936.54,Good Trade
U0188,AXISBANK,2015-04-10,1155.6,2015-04-23,1146.09,11,13,-104.61,Minor Loss
U0149,RELIANCE,2017-04-18,2155.56,2017-05-03,2189.69,30,15,1023.9,Good Trade
U0178,INFY,2020-08-11,3733.25,2020-08-19,3741.25,4,8,32.0,Good Trade
U0070,SBI,2021-08-03,4538.73,2021-08-19,4579.76,4,16,164.12,Good Trade
U0075,ICICI,2023-04-26,5070.48,2023-05-01,5083.93,33,5,443.85,Good Trade
U0050,INFY,2016-06-27,1789.71,2016-07-25,1836.66,49,28,2300.55,Good Trade
U0043,LT,2020-01-24,3726.28,2020-02-10,3741.22,44,17,657.36,Good Trade
U0078,ICICI,2020-09-09,3783.14,2020-09-15,3780.69,35,6,-85.75,Minor Loss
U0149,SBI,2017-04-04,2206.87,2017-04-05,2208.51,9,1,14.76,Over-trading
U0133,ICICI,2020-11-09,3807.36,2020-12-01,3827.73,27,22,549.99,Good Trade
U0088,INFY,2016-08-10,1858.79,2016-08-19,1864.01,10,9,52.2,Good Trade
U0129,HDFC,2017-12-15,2527.91,2018-01-10,2570.74,40,26,1713.2,Good Trade
U0177,LT,2023-05-10,5285.08,2023-06-05,5339.99,45,26,2470.95,Good Trade
U0194,TCS,2021-07-21,4333.11,2021-08-11,4354.0,5,21,104.45,Good Trade
U0030,INFY,2015-04-10,1164.97,2015-05-04,1170.98,23,24,138.23,Good Trade
U0080,SBI,2017-03-08,2170.14,2017-03-29,2217.46,39,21,1845.48,Good Trade
U0134,SBI,2017-09-14,2399.96,2017-09-28,2412.61,2,14,25.3,Good Trade
U0191,TCS,2018-06-28,2772.55,2018-07-05,2790.11,45,7,790.2,Good Trade
U0037,HDFC,2019-10-30,3564.42,2019-11-06,3581.8,14,7,243.32,Good Trade
U0034,TCS,2021-09-02,4382.63,2021-09-08,4389.73,5,6,35.5,Good Trade
U0005,HUL,2021-10-08,4898.35,2021-10-12,4905.19,13,4,88.92,Good Trade
U0028,RELIANCE,2023-01-24,5601.69,2023-02-20,5630.82,4,27,116.52,Good Trade
U0121,TCS,2018-12-21,3063.27,2018-12-25,3060.36,5,4,-14.55,Minor Loss
U0078,RELIANCE,2016-07-07,1833.28,2016-07-13,1845.1,39,6,460.98,Good Trade
U0053,AXISBANK,2018-02-21,2779.03,2018-03-01,2782.89,43,8,165.98,Good Trade
U0090,RELIANCE,2016-06-03,1760.57,2016-06-10,1793.91,48,7,1600.32,Good Trade
U0072,AXISBANK,2020-06-17,3669.18,2020-07-03,3703.02,11,16,372.24,Good Trade
U0129,AXISBANK,2018-10-18,3096.91,2018-11-12,3133.44,37,25,1351.61,Good Trade
U0018,TCS,2015-03-23,1065.07,2015-04-15,1112.79,14,23,668.08,Good Trade
U0184,HDFC,2019-06-05,3359.68,2019-06-13,3350.38,49,8,-455.7,Minor Loss
U0138,RELIANCE,2016-07-20,1842.14,2016-07-29,1854.31,33,9,401.61,Good Trade
U0182,HUL,2020-10-02,4276.08,2020-10-29,4340.45,12,27,772.44,Good Trade
U0113,TCS,2017-11-02,2462.19,2017-11-20,2492.17,25,18,749.5,Good Trade
U0109,HDFC,2023-01-27,5444.37,2023-02-08,5477.02,27,12,881.55,Good Trade
U0029,SBI,2016-12-09,2033.9,2016-12-30,2060.8,8,21,215.2,Good Trade
U0134,INFY,2022-10-13,4739.41,2022-10-31,4793.33,46,18,2480.32,Good Trade
U0074,LT,2015-08-21,1310.27,2015-08-26,1311.68,21,5,29.61,Good Trade
U0127,TCS,2021-01-15,4068.74,2021-01-29,4108.68,30,14,1198.2,Good Trade
U0154,ICICI,2021-12-21,4375.75,2021-12-31,4413.79,36,10,1369.44,Good Trade
U0105,ICICI,2021-09-20,4240.08,2021-09-29,4252.57,5,9,62.45,Good Trade
U0122,SBI,2017-10-25,2460.09,2017-10-26,2468.97,44,1,390.72,Over-trading
U0126,TCS,2021-03-23,4192.11,2021-04-13,4253.11,34,21,2074.0,Good Trade
U0169,TCS,2016-11-15,2047.57,2016-11-22,2069.9,26,7,580.58,Good Trade
U0103,AXISBANK,2016-08-05,1843.01,2016-08-15,1833.95,5,10,-45.3,Minor Loss
U0094,HDFC,2020-04-27,3848.23,2020-05-06,3863.71,39,9,603.72,Good Trade
U0104,TCS,2018-08-28,2865.49,2018-09-17,2915.49,47,20,2350.0,Good Trade
U0128,ICICI,2019-04-16,3179.76,2019-05-03,3196.29,23,17,380.19,Good Trade
U0122,AXISBANK,2021-05-07,4089.56,2021-05-31,4138.98,33,24,1630.86,Good Trade
U0072,INFY,2022-02-21,4425.49,2022-02-25,4444.75,8,4,154.08,Good Trade
U0065,HUL,2022-10-21,5466.56,2022-11-02,5499.87,41,12,1365.71,Good Trade
U0035,RELIANCE,2016-07-25,1845.2,2016-07-27,1852.38,5,2,35.9,Over-trading
U0128,RELIANCE,2017-10-24,2406.39,2017-11-10,2440.79,39,17,1341.6,Good Trade
U0174,SBI,2017-05-25,2250.98,2017-06-08,2274.2,40,14,928.8,Good Trade
U0160,TCS,2016-03-15,1652.41,2016-04-07,1661.68,50,23,463.5,Good Trade
U0127,HUL,2018-03-05,2859.18,2018-03-19,2903.69,43,14,1913.93,Good Trade
U0128,HUL,2022-12-05,5549.41,2022-12-16,5570.98,35,11,754.95,Good Trade
U0088,LT,2023-08-01,5448.82,2023-08-02,5454.82,49,1,294.0,Over-trading
U0009,WIPRO,2016-11-14,2005.45,2016-12-01,2007.43,29,17,57.42,Good Trade
U0081,WIPRO,2021-12-13,4717.2,2022-01-03,4746.3,3,21,87.3,Good Trade
U0009,INFY,2023-09-28,5174.93,2023-10-12,5177.15,46,14,102.12,Good Trade
U0043,HUL,2021-10-06,4893.23,2021-10-13,4900.32,20,7,141.8,Good Trade
U0184,WIPRO,2022-08-26,5126.28,2022-09-01,5133.96,37,6,284.16,Good Trade
U0173,HUL,2023-09-12,5888.34,2023-10-06,5934.4,37,24,1704.22,Good Trade
U0121,HUL,2023-10-30,5936.22,2023-11-07,5951.79,33,8,513.81,Good Trade
U0015,WIPRO,2019-02-19,3233.35,2019-03-13,3267.96,38,22,1315.18,Good Trade
U0097,AXISBANK,2020-07-15,3737.1,2020-07-29,3766.83,21,14,624.33,Good Trade
U0016,RELIANCE,2015-09-16,1344.86,2015-09-23,1348.62,24,7,90.24,Good Trade
U0090,AXISBANK,2015-06-04,1212.47,2015-06-19,1229.7,25,15,430.75,Good Trade
U0025,WIPRO,2020-06-02,3948.69,2020-06-18,3992.95,27,16,1195.02,Good Trade
U0090,RELIANCE,2018-11-01,3105.66,2018-11-13,3141.7,16,12,576.64,Good Trade
U0166,ICICI,2016-05-02,1698.39,2016-05-05,1687.19,20,3,-224.0,Minor Loss
U0030,SBI,2017-08-31,2381.53,2017-09-01,2385.07,35,1,123.9,Over-trading
U0084,RELIANCE,2022-03-28,5180.2,2022-04-15,5213.34,37,18,1226.18,Good Trade
U0132,WIPRO,2019-03-11,3275.71,2019-03-12,3267.92,45,1,-350.55,Over-trading
U0121,AXISBANK,2015-05-08,1194.14,2015-05-25,1191.23,25,17,-72.75,Minor Loss
U0147,WIPRO,2020-01-23,3701.46,2020-02-19,3743.98,7,27,297.64,Good Trade
U0126,TCS,2018-03-27,2605.53,2018-04-11,2617.42,32,15,380.48,Good Trade
U0129,SBI,2017-08-14,2358.66,2017-09-11,2395.62,20,28,739.2,Good Trade
U0094,WIPRO,2018-03-02,2751.11,2018-03-26,2786.3,41,24,1442.79,Good Trade
U0020,LT,2018-05-11,2859.81,2018-05-25,2872.89,17,14,222.36,Good Trade
U0013,ICICI,2021-04-23,4041.07,2021-05-05,4060.96,40,12,795.6,Good Trade
U0191,TCS,2016-06-28,1870.26,2016-07-25,1922.58,22,27,1151.04,Good Trade
U0070,TCS,2023-11-23,5356.49,2023-12-18,5394.72,31,25,1185.13,Good Trade
U0110,HDFC,2020-06-15,3907.46,2020-06-18,3911.59,42,3,173.46,Good Trade
U0078,LT,2019-09-17,3599.03,2019-10-07,3636.82,43,20,1624.97,Good Trade
U0139,SBI,2018-02-21,2572.92,2018-03-13,2568.6,26,20,-112.32,Minor Loss
U0065,AXISBANK,2023-02-02,4992.78,2023-02-23,5022.32,43,21,1270.22,Good Trade
U0196,LT,2017-11-01,2560.82,2017-11-02,2564.95,41,1,169.33,Over-trading
U0181,LT,2017-12-06,2639.48,2018-01-02,2627.45,32,27,-384.96,Minor Loss
U0055,HUL,2019-03-18,3477.53,2019-04-11,3513.84,40,24,1452.4,Good Trade
U0197,WIPRO,2023-11-21,5768.61,2023-11-23,5774.67,34,2,206.04,Over-trading
U0052,SBI,2022-04-06,4907.08,2022-04-13,4917.78,16,7,171.2,Good Trade
U0039,ICICI,2021-11-02,4309.82,2021-11-22,4321.34,21,20,241.92,Good Trade
U0017,HDFC,2021-06-23,4564.57,2021-07-06,4575.85,19,13,214.32,Good Trade
U0166,INFY,2019-01-10,2980.0,2019-02-07,2999.38,16,28,310.08,Good Trade
U0104,HDFC,2016-10-13,1921.58,2016-10-20,1945.21,13,7,307.19,Good Trade
U0008,HDFC,2019-11-15,3608.57,2019-12-06,3641.03,32,21,1038.72,Good Trade
U0144,WIPRO,2021-08-17,4469.86,2021-08-19,4469.69,13,2,-2.21,Over-trading
U0041,ICICI,2017-02-21,2089.04,2017-02-22,2092.18,17,1,53.38,Over-trading
U0072,LT,2017-10-05,2535.66,2017-10-09,2542.37,47,4,315.37,Good Trade
U0125,RELIANCE,2015-11-13,1456.63,2015-11-18,1457.07,21,5,9.24,Good Trade
U0155,ICICI,2015-12-31,1526.61,2016-01-20,1575.25,24,20,1167.36,Good Trade
U0172,TCS,2021-03-25,4198.28,2021-04-01,4223.63,16,7,405.6,Good Trade
U0029,AXISBANK,2022-11-09,4868.04,2022-11-15,4861.41,34,6,-225.42,Minor Loss
U0171,AXISBANK,2023-03-31,5062.46,2023-04-13,5104.45,32,13,1343.68,Good Trade
U0024,HDFC,2016-12-01,1988.36,2016-12-16,2023.46,22,15,772.2,Good Trade
U0150,WIPRO,2018-09-14,3072.57,2018-10-04,3104.94,14,20,453.18,Good Trade
U0037,TCS,2017-10-02,2391.45,2017-10-11,2422.08,18,9,551.34,Good Trade
U0113,WIPRO,2018-12-28,3194.96,2019-01-24,3226.85,4,27,127.56,Good Trade
U0126,LT,2020-11-18,4107.74,2020-11-24,4120.17,21,6,261.03,Good Trade
U0140,WIPRO,2022-06-16,5049.81,2022-06-28,5073.37,18,12,424.08,Good Trade
U0038,SBI,2022-06-17,5090.66,2022-07-05,5133.99,20,18,866.6,Good Trade
U0006,AXISBANK,2015-07-20,1264.53,2015-07-22,1272.44,45,2,355.95,Over-trading
U0172,HDFC,2018-12-21,3126.27,2019-01-16,3174.58,25,26,1207.75,Good Trade
U0080,SBI,2016-11-30,1993.18,2016-12-26,2065.78,16,26,1161.6,Good Trade
U0114,WIPRO,2015-02-16,1026.11,2015-03-05,1055.77,17,17,504.22,Good Trade
U0078,TCS,2018-09-12,2914.29,2018-09-26,2930.24,14,14,223.3,Good Trade
U0042,HUL,2019-12-25,3985.05,2020-01-14,4026.19,3,20,123.42,Good Trade
U0071,TCS,2022-09-20,4781.93,2022-10-12,4814.42,48,22,1559.52,Good Trade
U0106,SBI,2021-08-19,4579.76,2021-08-25,4567.37,11,6,-136.29,Minor Loss
U0179,ICICI,2022-12-13,4841.94,2022-12-16,4845.67,23,3,85.79,Good Trade
U0108,AXISBANK,2023-08-08,5279.63,2023-08-23,5304.22,30,15,737.7,Good Trade
U0178,RELIANCE,2015-10-27,1434.47,2015-11-04,1441.62,41,8,293.15,Good Trade
U0114,INFY,2015-01-19,1038.86,2015-02-05,1098.3,13,17,772.72,Good Trade
U0161,ICICI,2019-12-05,3475.27,2020-01-01,3507.49,6,27,193.32,Good Trade
U0029,INFY,2018-12-03,2966.77,2018-12-26,2970.12,46,23,154.1,Good Trade
U0197,INFY,2021-06-10,4177.49,2021-06-25,4205.9,29,15,823.89,Good Trade
U0123,INFY,2019-02-04,2991.3,2019-02-12,2997.89,44,8,289.96,Good Trade
U0152,SBI,2019-06-05,3273.97,2019-06-14,3285.72,6,9,70.5,Good Trade
U0107,SBI,2017-11-09,2472.45,2017-11-28,2508.03,25,19,889.5,Good Trade
U0147,HDFC,2015-04-29,1164.83,2015-04-30,1173.38,36,1,307.8,Over-trading
U0166,AXISBANK,2018-08-03,2990.52,2018-08-08,2988.23,30,5,-68.7,Minor Loss
U0051,ICICI,2017-08-25,2342.94,2017-08-29,2350.81,26,4,204.62,Good Trade
U0159,WIPRO,2019-01-31,3234.47,2019-02-07,3236.58,6,7,12.66,Good Trade
U0095,INFY,2023-11-28,5315.62,2023-12-04,5323.11,1,6,7.49,Good Trade
U0184,LT,2021-11-01,4562.37,2021-11-22,4579.62,44,21,759.0,Good Trade
U0127,TCS,2018-07-11,2804.86,2018-07-20,2821.24,13,9,212.94,Good Trade
U0069,ICICI,2022-10-05,4782.5,2022-10-24,4784.98,9,19,22.32,Good Trade
U0111,HDFC,2018-05-21,2761.4,2018-06-04,2784.16,47,14,1069.72,Good Trade
U0174,HDFC,2021-07-27,4614.26,2021-08-04,4629.72,27,8,417.42,Good Trade
U0038,RELIANCE,2019-07-23,3615.84,2019-08-05,3618.35,16,13,40.16,Good Trade
U0159,HUL,2018-11-26,3300.68,2018-12-12,3297.22,38,16,-131.48,Minor Loss
U0176,HUL,2016-05-06,1792.78,2016-05-09,1792.76,31,3,-0.62,Minor Loss
U0035,SBI,2021-03-30,4345.95,2021-04-08,4358.26,46,9,566.26,Good Trade
U0099,WIPRO,2019-01-09,3211.6,2019-01-14,3228.49,7,5,118.23,Good Trade
U0143,RELIANCE,2015-10-27,1434.47,2015-11-11,1446.87,16,15,198.4,Good Trade
U0121,SBI,2015-09-18,1307.43,2015-09-21,1310.93,17,3,59.5,Good Trade
U0130,AXISBANK,2020-12-24,3890.31,2021-01-07,3932.4,26,14,1094.34,Good Trade
U0172,SBI,2017-01-27,2082.27,2017-02-22,2127.63,3,26,136.08,Good Trade
U0149,INFY,2019-02-01,2996.33,2019-02-11,3004.0,33,10,253.11,Good Trade
U0127,SBI,2022-05-09,4959.65,2022-05-16,4989.41,6,7,178.56,Good Trade
U0082,LT,2021-10-19,4527.46,2021-10-26,4541.7,17,7,242.08,Good Trade
U0030,SBI,2015-09-10,1286.19,2015-09-17,1293.23,32,7,225.28,Good Trade
U0072,SBI,2021-10-01,4640.91,2021-10-15,4680.57,17,14,674.22,Good Trade
U0157,ICICI,2023-02-13,4946.46,2023-02-28,4982.89,28,15,1020.04,Good Trade
U0043,SBI,2022-09-19,5218.78,2022-09-26,5225.82,36,7,253.44,Good Trade
U0169,HUL,2015-11-02,1531.49,2015-11-11,1546.52,10,9,150.3,Good Trade
U0014,HDFC,2017-11-16,2499.4,2017-11-20,2502.66,31,4,101.06,Good Trade
U0067,INFY,2022-05-03,4532.09,2022-05-23,4576.65,8,20,356.48,Good Trade
U0127,RELIANCE,2021-12-07,5027.24,2021-12-23,5039.77,46,16,576.38,Good Trade
U0144,HUL,2022-03-09,5092.35,2022-03-31,5138.8,8,22,371.6,Good Trade
U0185,INFY,2016-12-09,2003.05,2016-12-27,2043.47,6,18,242.52,Good Trade
U0053,ICICI,2017-11-01,2401.29,2017-11-09,2384.87,48,8,-788.16,Minor Loss
U0131,ICICI,2023-11-06,5382.24,2023-12-01,5442.53,14,25,844.06,Good Trade
U0150,RELIANCE,2023-04-05,5692.89,2023-05-02,5734.77,12,27,502.56,Good Trade
U0107,TCS,2018-11-13,3025.76,2018-12-05,3022.59,44,22,-139.48,Minor Loss
U0025,SBI,2015-05-29,1201.27,2015-06-12,1198.05,44,14,-141.68,Minor Loss
U0175,TCS,2021-03-10,4170.35,2021-03-26,4202.06,38,16,1204.98,Good Trade
U0028,SBI,2017-05-31,2267.69,2017-06-01,2271.16,6,1,20.82,Over-trading
U0118,HUL,2022-02-16,5071.65,2022-03-01,5082.84,39,13,436.41,Good Trade
U0169,RELIANCE,2020-03-04,3943.28,2020-03-06,3932.42,42,2,-456.12,Over-trading
U0160,HUL,2020-02-06,4063.84,2020-03-04,4090.26,9,27,237.78,Good Trade
U0055,RELIANCE,2019-06-11,3557.51,2019-06-26,3595.96,4,15,153.8,Good Trade
U0191,TCS,2023-08-04,5213.29,2023-09-01,5269.12,25,28,1395.75,Good Trade
U0024,WIPRO,2019-01-03,3191.72,2019-01-11,3223.61,16,8,510.24,Good Trade
U0198,WIPRO,2016-05-26,1798.12,2016-05-27,1796.78,14,1,-18.76,Over-trading
U0042,WIPRO,2021-04-27,4317.01,2021-05-11,4331.32,42,14,601.02,Good Trade
U0193,INFY,2016-11-22,1991.58,2016-12-06,2000.51,32,14,285.76,Good Trade
U0111,ICICI,2017-01-23,2053.6,2017-02-08,2066.58,43,16,558.14,Good Trade
U0025,SBI,2023-01-18,5413.96,2023-01-27,5443.8,32,9,954.88,Good Trade
U0115,WIPRO,2022-06-24,5063.26,2022-07-07,5077.41,37,13,523.55,Good Trade
U0154,WIPRO,2016-06-01,1799.09,2016-06-21,1829.3,24,20,725.04,Good Trade
U0158,INFY,2021-10-26,4243.55,2021-11-15,4272.59,6,20,174.24,Good Trade
U0011,LT,2020-05-13,3911.79,2020-06-03,3934.1,44,21,981.64,Good Trade
U0058,INFY,2022-10-11,4733.46,2022-11-03,4783.67,41,23,2058.61,Good Trade
U0166,LT,2016-04-26,1686.6,2016-05-10,1667.4,30,14,-576.0,Minor Loss
U0112,TCS,2022-07-01,4696.36,2022-07-15,4699.41,10,14,30.5,Good Trade
U0033,ICICI,2018-11-27,2986.5,2018-12-20,3026.53,28,23,1120.84,Good Trade
U0076,AXISBANK,2015-10-01,1359.65,2015-10-27,1396.07,5,26,182.1,Good Trade
U0012,LT,2016-09-08,1914.76,2016-10-03,1968.07,28,25,1492.68,Good Trade
U0106,TCS,2022-04-19,4644.37,2022-05-16,4680.27,17,27,610.3,Good Trade
U0091,ICICI,2016-04-13,1667.8,2016-05-06,1690.13,2,23,44.66,Good Trade
U0030,HUL,2017-10-26,2633.65,2017-11-03,2625.06,26,8,-223.34,Minor Loss
U0012,TCS,2021-07-14,4316.64,2021-07-28,4347.12,21,14,640.08,Good Trade
U0151,HUL,2022-01-24,5028.68,2022-02-21,5078.8,17,28,852.04,Good Trade
U0088,INFY,2018-04-25,2653.8,2018-05-03,2675.33,6,8,129.18,Good Trade
U0192,AXISBANK,2019-01-28,3175.39,2019-02-01,3183.66,28,4,231.56,Good Trade
U0137,RELIANCE,2015-02-03,1030.28,2015-02-20,1045.73,8,17,123.6,Good Trade
U0004,INFY,2022-06-29,4607.45,2022-07-20,4625.88,45,21,829.35,Good Trade
U0104,AXISBANK,2022-08-23,4743.11,2022-09-06,4766.18,40,14,922.8,Good Trade
U0158,SBI,2021-03-15,4350.5,2021-03-29,4344.9,6,14,-33.6,Minor Loss
U0033,INFY,2015-03-20,1147.64,2015-03-31,1157.6,8,11,79.68,Good Trade
U0005,HDFC,2015-06-03,1202.44,2015-06-12,1201.19,31,9,-38.75,Minor Loss
U0167,INFY,2018-10-18,2915.43,2018-11-07,2929.65,41,20,583.02,Good Trade
U0138,HDFC,2016-05-09,1739.0,2016-05-23,1769.29,50,14,1514.5,Good Trade
U0119,INFY,2022-06-10,4577.77,2022-06-30,4607.73,2,20,59.92,Good Trade
U0030,INFY,2017-05-24,2290.15,2017-06-14,2310.65,32,21,656.0,Good Trade
U0121,RELIANCE,2022-01-21,5075.26,2022-02-17,5129.33,16,27,865.12,Good Trade
U0052,ICICI,2023-12-11,5456.04,2023-12-29,5498.45,26,18,1102.66,Good Trade
U0014,SBI,2015-02-16,1056.84,2015-02-20,1063.21,41,4,261.17,Good Trade
U0183,WIPRO,2021-07-12,4431.57,2021-08-03,4438.99,48,22,356.16,Good Trade
U0149,AXISBANK,2023-09-14,5334.21,2023-09-28,5348.54,3,14,42.99,Good Trade
U0125,WIPRO,2022-08-19,5118.92,2022-09-13,5149.88,38,25,1176.48,Good Trade
U0186,AXISBANK,2022-08-30,4761.55,2022-09-09,4763.87,46,10,106.72,Good Trade
U0016,LT,2015-04-20,1237.03,2015-05-08,1277.58,37,18,1500.35,Good Trade
U0081,LT,2015-12-31,1523.74,2016-01-13,1556.47,42,13,1374.66,Good Trade
U0107,HUL,2016-11-01,2098.84,2016-11-23,2141.94,40,22,1724.0,Good Trade
U0166,SBI,2022-01-14,4800.01,2022-02-03,4800.72,2,20,1.42,Good Trade
U0042,ICICI,2018-01-08,2457.6,2018-01-30,2502.72,23,22,1037.76,Good Trade
U0113,HDFC,2022-12-21,5379.83,2023-01-02,5421.95,38,12,1600.56,Good Trade
U0176,SBI,2022-05-10,4962.5,2022-05-17,4980.44,19,7,340.86,Good Trade
U0186,WIPRO,2021-07-19,4424.52,2021-08-04,4437.95,31,16,416.33,Good Trade
U0042,AXISBANK,2018-04-03,2806.56,2018-04-17,2862.49,45,14,2516.85,Good Trade
U0192,TCS,2022-08-01,4726.99,2022-08-08,4748.41,12,7,257.04,Good Trade
U0052,INFY,2022-09-22,4693.54,2022-09-28,4702.62,27,6,245.16,Good Trade
U0127,ICICI,2018-09-07,2853.46,2018-09-18,2875.58,36,11,796.32,Good Trade
U0013,RELIANCE,2020-08-19,4264.08,2020-09-01,4280.79,23,13,384.33,Good Trade
U0174,INFY,2017-09-28,2371.69,2017-10-23,2387.03,3,25,46.02,Good Trade
U0017,SBI,2021-10-05,4651.44,2021-10-11,4673.4,40,6,878.4,Good Trade
U0059,TCS,2023-10-27,5303.58,2023-11-08,5332.83,32,12,936.0,Good Trade
U0067,SBI,2020-07-30,3946.15,2020-08-03,3959.97,50,4,691.0,Good Trade
U0143,ICICI,2017-05-17,2193.42,2017-06-09,2245.67,39,23,2037.75,Good Trade
U0172,TCS,2015-10-16,1417.28,2015-11-06,1429.94,30,21,379.8,Good Trade
U0194,TCS,2016-08-30,1957.03,2016-09-27,1967.02,40,28,399.6,Good Trade
U0027,LT,2015-08-28,1313.06,2015-09-22,1347.64,7,25,242.06,Good Trade
U0043,TCS,2018-03-23,2600.02,2018-04-10,2614.3,11,18,157.08,Good Trade
U0187,ICICI,2021-12-07,4345.24,2021-12-30,4408.58,32,23,2026.88,Good Trade
U0188,TCS,2017-06-02,2299.16,2017-06-20,2339.73,22,18,892.54,Good Trade
U0036,TCS,2018-03-02,2560.99,2018-03-23,2600.02,27,21,1053.81,Good Trade
U0197,RELIANCE,2018-11-07,3118.83,2018-11-29,3184.66,22,22,1448.26,Good Trade
U0074,LT,2017-09-08,2486.44,2017-09-13,2484.29,18,5,-38.7,Minor Loss
U0096,WIPRO,2020-08-31,4027.86,2020-09-10,4034.28,10,10,64.2,Good Trade
U0193,LT,2021-08-16,4435.46,2021-08-26,4446.14,9,10,96.12,Good Trade
U0110,WIPRO,2021-06-04,4401.44,2021-06-25,4426.39,34,21,848.3,Good Trade
U0175,SBI,2015-06-19,1208.4,2015-07-10,1230.45,10,21,220.5,Good Trade
U0198,RELIANCE,2023-02-15,5608.93,2023-02-20,5630.82,6,5,131.34,Good Trade
U0087,SBI,2021-04-22,4394.04,2021-04-30,4417.7,28,8,662.48,Good Trade
U0016,WIPRO,2015-07-31,1331.46,2015-08-07,1332.04,37,7,21.46,Good Trade
U0015,LT,2019-08-23,3554.34,2019-09-12,3589.71,26,20,919.62,Good Trade
U0175,LT,2019-10-11,3635.58,2019-10-28,3663.79,23,17,648.83,Good Trade
U0003,ICICI,2023-04-14,5067.59,2023-05-12,5102.78,10,28,351.9,Good Trade
U0180,WIPRO,2022-01-03,4746.3,2022-01-12,4750.91,35,9,161.35,Good Trade
U0160,AXISBANK,2021-12-10,4454.21,2021-12-28,4474.94,42,18,870.66,Good Trade
U0104,HDFC,2019-09-26,3486.09,2019-10-01,3501.42,3,5,45.99,Good Trade
U0138,SBI,2021-02-15,4344.14,2021-02-22,4331.1,34,7,-443.36,Minor Loss
U0139,ICICI,2018-05-10,2655.28,2018-05-15,2661.23,33,5,196.35,Good Trade
U0142,ICICI,2023-03-09,4972.65,2023-03-24,5001.45,49,15,1411.2,Good Trade
U0163,INFY,2015-05-14,1185.0,2015-05-15,1186.43,35,1,50.05,Over-trading
U0152,ICICI,2018-10-16,2921.38,2018-10-30,2930.96,47,14,450.26,Good Trade
U0109,LT,2016-09-26,1929.94,2016-09-28,1952.51,24,2,541.68,Good Trade
U0067,LT,2020-07-24,3987.64,2020-07-30,4010.39,4,6,91.0,Good Trade
U0194,TCS,2022-01-18,4584.45,2022-02-01,4587.13,37,14,99.16,Good Trade
U0189,RELIANCE,2022-02-11,5120.51,2022-02-28,5151.61,16,17,497.6,Good Trade
U0191,AXISBANK,2023-11-17,5477.06,2023-12-13,5530.27,39,26,2075.19,Good Trade
U0060,SBI,2019-09-12,3405.3,2019-09-26,3438.88,43,14,1443.94,Good Trade
U0184,AXISBANK,2017-03-14,2181.67,2017-03-31,2205.22,34,17,800.7,Good Trade
U0189,HDFC,2016-08-26,1884.2,2016-09-12,1901.09,34,17,574.26,Good Trade
U0150,HDFC,2020-09-02,4043.95,2020-09-23,4083.12,7,21,274.19,Good Trade
U0038,WIPRO,2021-06-21,4411.56,2021-06-24,4420.6,6,3,54.24,Good Trade
U0016,WIPRO,2017-01-16,2110.8,2017-02-07,2151.1,14,22,564.2,Good Trade
U0115,TCS,2020-10-19,3962.07,2020-11-11,3990.25,26,23,732.68,Good Trade
U0151,LT,2023-02-23,5157.74,2023-03-14,5170.49,17,19,216.75,Good Trade
U0150,HUL,2021-08-25,4810.1,2021-09-15,4859.77,45,21,2235.15,Good Trade
U0126,WIPRO,2017-07-24,2399.59,2017-07-31,2402.09,33,7,82.5,Good Trade
U0033,HUL,2022-03-09,5092.35,2022-03-16,5110.0,46,7,811.9,Good Trade
U0132,LT,2016-11-08,2000.55,2016-11-17,2027.41,30,9,805.8,Good Trade
U0122,RELIANCE,2017-06-19,2275.01,2017-07-13,2307.98,24,24,791.28,Good Trade
U0031,AXISBANK,2021-06-01,4142.17,2021-06-07,4155.92,8,6,110.0,Good Trade
U0095,AXISBANK,2019-07-19,3288.39,2019-07-23,3282.22,34,4,-209.78,Minor Loss
U0040,TCS,2020-10-30,3985.06,2020-11-13,3985.61,24,14,13.2,Good Trade
U0078,ICICI,2022-08-18,4751.91,2022-08-19,4746.8,10,1,-51.1,Over-trading
U0037,AXISBANK,2021-08-16,4262.87,2021-08-18,4266.16,20,2,65.8,Over-trading
U0073,HDFC,2017-11-15,2497.03,2017-12-07,2513.79,1,22,16.76,Good Trade
U0032,LT,2020-06-23,3946.55,2020-06-26,3956.65,3,3,30.3,Good Trade
U0107,HUL,2019-11-12,3903.37,2019-12-09,3953.02,29,27,1439.85,Good Trade
U0087,WIPRO,2022-06-17,5049.0,2022-07-15,5079.22,9,28,271.98,Good Trade
U0196,INFY,2022-12-05,4804.9,2022-12-26,4835.35,49,21,1492.05,Good Trade
U0116,HUL,2017-05-04,2367.19,2017-05-19,2404.85,6,15,225.96,Good Trade
U0160,AXISBANK,2021-06-07,4155.92,2021-06-24,4175.84,15,17,298.8,Good Trade
